"SN","IMSI","ICCID","MSISDN","PO Number from client","PO number from Linksfield to Telkomsel"
"0015000017558432","510108115376048","8962100081153760485","6281181376048","H083-0901-2025-000133","POLF2025080067"
"0015000017558433","510108115376049","8962100081153760493","6281181376049","H083-0901-2025-000133","POLF2025080067"
"0015000017558434","510108115376050","8962100081153760501","6281181376050","H083-0901-2025-000133","POLF2025080067"
"0015000017558435","510108115376051","8962100081153760519","6281181376051","H083-0901-2025-000133","POLF2025080067"
"0015000017558436","510108115376052","8962100081153760527","6281181376052","H083-0901-2025-000133","POLF2025080067"
"0015000017558437","510108115376053","8962100081153760535","6281181376053","H083-0901-2025-000133","POLF2025080067"
"0015000017558438","510108115376054","8962100081153760543","6281181376054","H083-0901-2025-000133","POLF2025080067"
"0015000017558439","510108115376055","8962100081153760550","6281181376055","H083-0901-2025-000133","POLF2025080067"
"0015000017558440","510108115376056","8962100081153760568","6281181376056","H083-0901-2025-000133","POLF2025080067"
"0015000017558441","510108115376057","8962100081153760576","6281181376057","H083-0901-2025-000133","POLF2025080067"
"0015000017558442","510108115376058","8962100081153760584","6281181376058","H083-0901-2025-000133","POLF2025080067"
"0015000017558443","510108115376059","8962100081153760592","6281181376059","H083-0901-2025-000133","POLF2025080067"
"0015000017558444","510108115376060","8962100081153760600","6281181376060","H083-0901-2025-000133","POLF2025080067"
"0015000017558445","510108115376061","8962100081153760618","6281181376061","H083-0901-2025-000133","POLF2025080067"
"0015000017558446","510108115376062","8962100081153760626","6281181376062","H083-0901-2025-000133","POLF2025080067"
"0015000017558447","510108115376063","8962100081153760634","6281181376063","H083-0901-2025-000133","POLF2025080067"
"0015000017558448","510108115376064","8962100081153760642","6281181376064","H083-0901-2025-000133","POLF2025080067"
"0015000017558449","510108115376065","8962100081153760659","6281181376065","H083-0901-2025-000133","POLF2025080067"
"0015000017558450","510108115376066","8962100081153760667","6281181376066","H083-0901-2025-000133","POLF2025080067"
"0015000017558451","510108115376067","8962100081153760675","6281181376067","H083-0901-2025-000133","POLF2025080067"
"0015000017558452","510108115376068","8962100081153760683","6281181376068","H083-0901-2025-000133","POLF2025080067"
"0015000017558453","510108115376069","8962100081153760691","6281181376069","H083-0901-2025-000133","POLF2025080067"
"0015000017558454","510108115376070","8962100081153760709","6281181376070","H083-0901-2025-000133","POLF2025080067"
"0015000017558455","510108115376071","8962100081153760717","6281181376071","H083-0901-2025-000133","POLF2025080067"
"0015000017558456","510108115376072","8962100081153760725","6281181376072","H083-0901-2025-000133","POLF2025080067"
"0015000017558457","510108115376073","8962100081153760733","6281181376073","H083-0901-2025-000133","POLF2025080067"
"0015000017558458","510108115376074","8962100081153760741","6281181376074","H083-0901-2025-000133","POLF2025080067"
"0015000017558459","510108115376075","8962100081153760758","6281181376075","H083-0901-2025-000133","POLF2025080067"
"0015000017558460","510108115376076","8962100081153760766","6281181376076","H083-0901-2025-000133","POLF2025080067"
"0015000017558461","510108115376077","8962100081153760774","6281181376077","H083-0901-2025-000133","POLF2025080067"
"0015000017558462","510108115376078","8962100081153760782","6281181376078","H083-0901-2025-000133","POLF2025080067"
"0015000017558463","510108115376079","8962100081153760790","6281181376079","H083-0901-2025-000133","POLF2025080067"
"0015000017558464","510108115376080","8962100081153760808","6281181376080","H083-0901-2025-000133","POLF2025080067"
"0015000017558465","510108115376081","8962100081153760816","6281181376081","H083-0901-2025-000133","POLF2025080067"
"0015000017558466","510108115376082","8962100081153760824","6281181376082","H083-0901-2025-000133","POLF2025080067"
"0015000017558467","510108115376083","8962100081153760832","6281181376083","H083-0901-2025-000133","POLF2025080067"
"0015000017558468","510108115376084","8962100081153760840","6281181376084","H083-0901-2025-000133","POLF2025080067"
"0015000017558469","510108115376085","8962100081153760857","6281181376085","H083-0901-2025-000133","POLF2025080067"
"0015000017558470","510108115376086","8962100081153760865","6281181376086","H083-0901-2025-000133","POLF2025080067"
"0015000017558471","510108115376087","8962100081153760873","6281181376087","H083-0901-2025-000133","POLF2025080067"
"0015000017558472","510108115376088","8962100081153760881","6281181376088","H083-0901-2025-000133","POLF2025080067"
"0015000017558473","510108115376089","8962100081153760899","6281181376089","H083-0901-2025-000133","POLF2025080067"
"0015000017558474","510108115376090","8962100081153760907","6281181376090","H083-0901-2025-000133","POLF2025080067"
"0015000017558476","510108115376092","8962100081153760923","6281181376092","H083-0901-2025-000133","POLF2025080067"
"0015000017558477","510108115376093","8962100081153760931","6281181376093","H083-0901-2025-000133","POLF2025080067"
"0015000017558478","510108115376094","8962100081153760949","6281181376094","H083-0901-2025-000133","POLF2025080067"
"0015000017558479","510108115376095","8962100081153760956","6281181376095","H083-0901-2025-000133","POLF2025080067"
"0015000017558480","510108115376096","8962100081153760964","6281181376096","H083-0901-2025-000133","POLF2025080067"
"0015000017558481","510108115376097","8962100081153760972","6281181376097","H083-0901-2025-000133","POLF2025080067"
"0015000017558482","510108115376098","8962100081153760980","6281181376098","H083-0901-2025-000133","POLF2025080067"
"0015000017558483","510108115376099","8962100081153760998","6281181376099","H083-0901-2025-000133","POLF2025080067"
"0015000017558484","510108115376100","8962100081153761004","6281181376100","H083-0901-2025-000133","POLF2025080067"
"0015000017558485","510108115376101","8962100081153761012","6281181376101","H083-0901-2025-000133","POLF2025080067"
"0015000017558486","510108115376102","8962100081153761020","6281181376102","H083-0901-2025-000133","POLF2025080067"
"0015000017558487","510108115376103","8962100081153761038","6281181376103","H083-0901-2025-000133","POLF2025080067"
"0015000017558488","510108115376104","8962100081153761046","6281181376104","H083-0901-2025-000133","POLF2025080067"
"0015000017558489","510108115376105","8962100081153761053","6281181376105","H083-0901-2025-000133","POLF2025080067"
"0015000017558490","510108115376106","8962100081153761061","6281181376106","H083-0901-2025-000133","POLF2025080067"
"0015000017558491","510108115376107","8962100081153761079","6281181376107","H083-0901-2025-000133","POLF2025080067"
"0015000017558492","510108115376108","8962100081153761087","6281181376108","H083-0901-2025-000133","POLF2025080067"
"0015000017558493","510108115376109","8962100081153761095","6281181376109","H083-0901-2025-000133","POLF2025080067"
"0015000017558494","510108115376110","8962100081153761103","6281181376110","H083-0901-2025-000133","POLF2025080067"
"0015000017558495","510108115376112","8962100081153761129","6281181376112","H083-0901-2025-000133","POLF2025080067"
"0015000017558496","510108115376113","8962100081153761137","6281181376113","H083-0901-2025-000133","POLF2025080067"
"0015000017558497","510108115376114","8962100081153761145","6281181376114","H083-0901-2025-000133","POLF2025080067"
"0015000017558498","510108115376115","8962100081153761152","6281181376115","H083-0901-2025-000133","POLF2025080067"
"0015000017558499","510108115376116","8962100081153761160","6281181376116","H083-0901-2025-000133","POLF2025080067"
"0015000017558500","510108115376117","8962100081153761178","6281181376117","H083-0901-2025-000133","POLF2025080067"
"0015000017558501","510108115376118","8962100081153761186","6281181376118","H083-0901-2025-000133","POLF2025080067"
"0015000017558502","510108115376119","8962100081153761194","6281181376119","H083-0901-2025-000133","POLF2025080067"
"0015000017558503","510108115376120","8962100081153761202","6281181376120","H083-0901-2025-000133","POLF2025080067"
"0015000017558504","510108115376121","8962100081153761210","6281181376121","H083-0901-2025-000133","POLF2025080067"
"0015000017558505","510108115376122","8962100081153761228","6281181376122","H083-0901-2025-000133","POLF2025080067"
"0015000017558506","510108115376123","8962100081153761236","6281181376123","H083-0901-2025-000133","POLF2025080067"
"0015000017558507","510108115376124","8962100081153761244","6281181376124","H083-0901-2025-000133","POLF2025080067"
"0015000017558508","510108115376125","8962100081153761251","6281181376125","H083-0901-2025-000133","POLF2025080067"
"0015000017558509","510108115376126","8962100081153761269","6281181376126","H083-0901-2025-000133","POLF2025080067"
"0015000017558510","510108115376127","8962100081153761277","6281181376127","H083-0901-2025-000133","POLF2025080067"
"0015000017558511","510108115376128","8962100081153761285","6281181376128","H083-0901-2025-000133","POLF2025080067"
"0015000017558512","510108115376129","8962100081153761293","6281181376129","H083-0901-2025-000133","POLF2025080067"
"0015000017558513","510108115376130","8962100081153761301","6281181376130","H083-0901-2025-000133","POLF2025080067"
"0015000017558514","510108115376131","8962100081153761319","6281181376131","H083-0901-2025-000133","POLF2025080067"
"0015000017558515","510108115376132","8962100081153761327","6281181376132","H083-0901-2025-000133","POLF2025080067"
"0015000017558516","510108115376133","8962100081153761335","6281181376133","H083-0901-2025-000133","POLF2025080067"
"0015000017558517","510108115376134","8962100081153761343","6281181376134","H083-0901-2025-000133","POLF2025080067"
"0015000017558518","510108115376135","8962100081153761350","6281181376135","H083-0901-2025-000133","POLF2025080067"
"0015000017558519","510108115376136","8962100081153761368","6281181376136","H083-0901-2025-000133","POLF2025080067"
"0015000017558520","510108115376137","8962100081153761376","6281181376137","H083-0901-2025-000133","POLF2025080067"
"0015000017558521","510108115376138","8962100081153761384","6281181376138","H083-0901-2025-000133","POLF2025080067"
"0015000017558522","510108115376139","8962100081153761392","6281181376139","H083-0901-2025-000133","POLF2025080067"
"0015000017558523","510108115376140","8962100081153761400","6281181376140","H083-0901-2025-000133","POLF2025080067"
"0015000017558524","510108115376141","8962100081153761418","6281181376141","H083-0901-2025-000133","POLF2025080067"
"0015000017558525","510108115376142","8962100081153761426","6281181376142","H083-0901-2025-000133","POLF2025080067"
"0015000017558526","510108115376143","8962100081153761434","6281181376143","H083-0901-2025-000133","POLF2025080067"
"0015000017558527","510108115376144","8962100081153761442","6281181376144","H083-0901-2025-000133","POLF2025080067"
"0015000017558528","510108115376145","8962100081153761459","6281181376145","H083-0901-2025-000133","POLF2025080067"
"0015000017558529","510108115376146","8962100081153761467","6281181376146","H083-0901-2025-000133","POLF2025080067"
"0015000017558530","510108115376147","8962100081153761475","6281181376147","H083-0901-2025-000133","POLF2025080067"
"0015000017558531","510108115376148","8962100081153761483","6281181376148","H083-0901-2025-000133","POLF2025080067"
"0015000017558532","510108115376149","8962100081153761491","6281181376149","H083-0901-2025-000133","POLF2025080067"
"0015000017558533","510108115376150","8962100081153761509","6281181376150","H083-0901-2025-000133","POLF2025080067"
"0015000017558534","510108115376151","8962100081153761517","6281181376151","H083-0901-2025-000133","POLF2025080067"
"0015000017558535","510108115376152","8962100081153761525","6281181376152","H083-0901-2025-000133","POLF2025080067"
"0015000017558536","510108115376153","8962100081153761533","6281181376153","H083-0901-2025-000133","POLF2025080067"
